model_lat	er_citation_names	compilation_names	average_inc	er_site_names	average_int	average_age_low	average_int_sigma_perc	average_alpha95	magic_method_codes	vadm	average_r	average_int_nn	model_lon	average_age	result_description	er_location_names	average_int_sigma	vadm_n	compilation_ids	data_type	average_dec	vdm_n	vgp_lat	average_nn	average_lat	average_age_unit	average_age_sigma	average_k	average_lon	vgp_dm	average_n	vgp_dp	pmag_result_name	tilt_correction	average_age_high	vgp_lon	vdm
				8	4.25E-05		3.29		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					1.40E-06																8				8.10E+22
				12	5.95E-05		3.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.20E-06																12				1.19E+23
				13	4.24E-05		3.77		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.60E-06																13				1.08E+23
				20	4.31E-05		10.7		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			2					4.60E-06																20				1.02E+23
				23	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																23				5.40E+22
				24	2.18E-05		6.42		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					1.40E-06																24				5.40E+22
				25	2.93E-05		7.17		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.10E-06																25				7.30E+22
				27	3.75E-05		2.13		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			6					8.00E-07																27				9.10E+22
				29	4.12E-05		5.58		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.30E-06																29				8.30E+22
				30	4.44E-05		0.45		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					2.00E-07																30				1.01E+23
				34	4.81E-05		4.16		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			3					2.00E-06																34				1.14E+23
				35	3.11E-05		0.965		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.00E-07																35				7.40E+22
				36	5.04E-05		2.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			10					1.40E-06																36				1.18E+23
				38	4.81E-05		7.28		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																38				1.13E+23
				41	3.58E-05		9.78		LP-DIR-AF:LP-DC2:LP-PI-ALT-PTRM			4					3.50E-06																41				9.00E+22
	This study	PSVRL	18.3	Waianae Series-KA22		2.97		4.3	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4324	i	6.2		76.6	8	21.4	Ma	0.15	175	-158.2				PSVRL: 4324		3.27	354.3	
	This study	PSVRL	23.3	Waianae Series-KA21		2.97		6.8	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4325	i	15.3		72.7	7	21.4	Ma	0.15	86	-158.2				PSVRL: 4325		3.27	321.6	
	This study	PSVRL	18.7	Waianae Series-KA20		2.97		7.3	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4326	i	12.2		73.3	5	21.4	Ma	0.15	88	-158.2				PSVRL: 4326		3.27	335	
	This study	PSVRL	19.1	Waianae Series-KA19		2.97		1.9	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4327	i	12.6		73.3	7	21.4	Ma	0.15	858	-158.2				PSVRL: 4327		3.27	333.6	
	This study	PSVRL	20	Waianae Series-KA18		2.97		5.7	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4328	i	8.4		76.3	7	21.4	Ma	0.15	95	-158.2				PSVRL: 4328		3.27	15.4	
	This study	PSVRL	33.2	Waianae Series-KA17		2.97		5	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4329	i	349.4		79.5	9	21.4	Ma	0.15	97	-158.2				PSVRL: 4329		3.27	95.9	
	This study	PSVRL	29.9	Waianae Series-KA16		2.97		5.8	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4330	i	1.3		84.3	7	21.4	Ma	0.15	92	-158.2				PSVRL: 4330		3.27	8.8	
	This study	PSVRL	29.2	Waianae Series-KA15		2.97		4.2	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4331	i	357.6		83.7	7	21.4	Ma	0.15	203	-158.2				PSVRL: 4331		3.27	43.7	
	This study	PSVRL	19	Waianae Series-KA14		2.97		6.8	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4332	i	355.8		77.7	5	21.4	Ma	0.15	136	-158.2				PSVRL: 4332		3.27	41.7	
	This study	PSVRL	26.8	Waianae Series-KA13		2.97		7	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4333	i	355.4		81.6	7	21.4	Ma	0.15	64	-158.2				PSVRL: 4333		3.27	53.6	
	This study	PSVRL	14.5	Waianae Series-KA12		2.97		4.4	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4334	i	359.7		76	7	21.4	Ma	0.15	200	-158.2				PSVRL: 4334		3.27	23	
	This study	PSVRL	14.1	Waianae Series-KA11		2.97		5.2	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4335	i	359.8		75.7	7	21.4	Ma	0.15	115	-158.2				PSVRL: 4335		3.27	22.6	
	This study	PSVRL	14.2	Waianae Series-KA10a		2.97		2.9	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4336	i	356.5		75.4	13	21.4	Ma	0.15	187	-158.2				PSVRL: 4336		3.27	35.7	
	This study	PSVRL	12.2	Waianae Series-KA10		2.97		2.1	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4337	i	10.4		71.7	8	21.4	Ma	0.15	639	-158.2				PSVRL: 4337		3.27	346.9	
	This study	PSVRL	5.7	Waianae Series-KA09		2.97		3.7	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4338	i	8.9		69.4	9	21.4	Ma	0.15	332	-158.2				PSVRL: 4338		3.27	355.6	
	This study	PSVRL	7.4	Waianae Series-KA08		2.97		6.8	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4339	i	12.8		68.3	4	21.4	Ma	0.15	137	-158.2				PSVRL: 4339		3.27	345.1	
	This study	PSVRL	11.3	Waianae Series-KA07		2.97		6.1	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4340	i	10.8		71.2	5	21.4	Ma	0.15	126	-158.2				PSVRL: 4340		3.27	346.5	
	This study	PSVRL	13.7	Waianae Series-KA06		2.97		8.9	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4341	i	7.9		73.6	8	21.4	Ma	0.15	81	-158.2				PSVRL: 4341		3.27	352.9	
	This study	PSVRL	-13.6	Waianae Series-KA06bis		2.97		6.3	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4342	i	11.5		59.5	4	21.4	Ma	0.15	160	-158.2				PSVRL: 4342		3.27	358.9	
	This study	PSVRL	1.9	Waianae Series-KA04		2.97		3.5	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4343	i	356.7		69.3	7	21.4	Ma	0.15	250	-158.2				PSVRL: 4343		3.27	31.3	
	This study	PSVRL	5.9	Waianae Series-KA03		2.97		4.5	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4344	i	342.1		64.6	5	21.4	Ma	0.15	231	-158.2				PSVRL: 4344		3.27	67.7	
	This study	PSVRL	37.5	Waianae Series-KA02		2.97		1.4	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4345	i	3.8		86.4	9	21.4	Ma	0.15	999.9	-158.2				PSVRL: 4345		3.27	297.8	
	This study	PSVRL	4.1	Waianae Series-KA01		2.97		4.1	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4346	i	344.3		65.3	9	21.4	Ma	0.15	144	-158.2				PSVRL: 4346		3.27	297.7	
	This study	PSVRL	19.3	Waianae Series-KA51		2.97		6.2	GM-KAR:LP-DC4:LP-DIR					3.12	PSVRL record taken as is	Hawaii			4347	i	353.5		77	6	21.4	Ma	0.15	97	-158.2				PSVRL: 4347		3.27	51.3	
	This study	DRAGON	23.8			3		2.3	DE-VGP					3.50	from DRAGON DATABASE 10-07-07	Waianae Series			Waianae Series	a	2.7		80.9		21.4	Ma	0.50	38.6	-158.2	1.8	586	1.8	DRAGON: Waianae Series		4	1.8	
	This study:Johnson et al. 2007	TAFI:20D	54.6	22				1.4	LP-DIR					13.21	VGP calculated using present lat/lon	Hawaii				i	357.5		73.8	12	19.072	ka	0.00019	916	204.443				TAFI-PMCORR: 22	0		197.1	
19.0682	This study:Johnson et al. 2007	TAFI:20D	54.6	22				1.4	LP-DIR:IE-MLAT-PR				204.45	13.21	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.5		73.8	12	19.072	ka	0.00019	916	204.443				TAFI: 22	0		197.1	
	This study:Johnson et al. 2007	TAFI:20D	8.7	21				1.7	LP-DIR					11.78	VGP calculated using present lat/lon	Hawaii				i	2.1		75.3	11	18.972	ka	0.0001	738	204.378				TAFI-PMCORR: 21	0		16.1	
18.9686	This study:Johnson et al. 2007	TAFI:20D	8.7	21				1.7	LP-DIR:IE-MLAT-PR				204.384	11.78	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.1		75.3	11	18.972	ka	0.0001	738	204.378				TAFI: 21	0		16.1	
	This study:Johnson et al. 2007	TAFI:20D	31.9	20				1.8	LP-DIR					10.29	VGP calculated using present lat/lon	Hawaii				i	3.6		86.1	12	19.101	ka	0.00015	570	204.441				TAFI-PMCORR: 20	0		321.8	
19.098	This study:Johnson et al. 2007	TAFI:20D	31.9	20				1.8	LP-DIR:IE-MLAT-PR				204.446	10.29	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.6		86.1	12	19.101	ka	0.00015	570	204.441				TAFI: 20	0		321.8	
	This study:Johnson et al. 2007	TAFI:20D	33.7	19				2.3	LP-DIR					9.5	VGP calculated using present lat/lon	Hawaii				i	3		87	12	19.418	ka	0.00014	351	204.656				TAFI-PMCORR: 19	0		313.2	
19.4153	This study:Johnson et al. 2007	TAFI:20D	33.7	19				2.3	LP-DIR:IE-MLAT-PR				204.661	9.5	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3		87	12	19.418	ka	0.00014	351	204.656				TAFI: 19	0		313.1	
	This study:Johnson et al. 2007	TAFI:20D	36	18				2.3	LP-DIR					8.74	VGP calculated using present lat/lon	Hawaii				i	357.3		87.4	11	19.42	ka	0.0001	413	204.661				TAFI-PMCORR: 18	0		127.2	
19.4175	This study:Johnson et al. 2007	TAFI:20D	36	18				2.3	LP-DIR:IE-MLAT-PR				204.665	8.74	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.3		87.4	11	19.42	ka	0.0001	413	204.661				TAFI: 18	0		127.3	
	This study:Johnson et al. 2007	TAFI:20D	33.4	17				1.5	LP-DIR					7.95	VGP calculated using present lat/lon	Hawaii				i	359.5		89	11	19.145	ka	0.00011	917	204.484				TAFI-PMCORR: 17	0		52.4	
19.1427	This study:Johnson et al. 2007	TAFI:20D	33.4	17				1.5	LP-DIR:IE-MLAT-PR				204.488	7.95	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	359.5		89	11	19.145	ka	0.00011	917	204.484				TAFI: 17	0		52.4	
	This study:Johnson et al. 2007	TAFI:20D	25.4	16				1.4	LP-DIR					7.3	VGP calculated using present lat/lon	Hawaii				i	2.3		83.9	12	19.072	ka	0.0001	914	204.443				TAFI-PMCORR: 16	0		3	
19.0699	This study:Johnson et al. 2007	TAFI:20D	25.4	16				1.4	LP-DIR:IE-MLAT-PR				204.447	7.3	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.3		83.9	12	19.072	ka	0.0001	914	204.443				TAFI: 16	0		3	
	This study:Johnson et al. 2007	TAFI:20D	54.9	15				1.7	LP-DIR					6.16	VGP calculated using present lat/lon	Hawaii				i	357.8		73.5	10	19.086	ka	0.00011	819	204.406				TAFI-PMCORR: 15	0		198.1	
19.0842	This study:Johnson et al. 2007	TAFI:20D	54.9	15				1.7	LP-DIR:IE-MLAT-PR				204.409	6.16	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.8		73.5	10	19.086	ka	0.00011	819	204.406				TAFI: 15	0		198.1	
	This study:Johnson et al. 2007	TAFI:20D	33.7	14				1.4	LP-DIR					5.65	VGP calculated using present lat/lon	Hawaii				i	5.4		84.8	12	19.543	ka	0.00009	958	204.876				TAFI-PMCORR: 14	0		306.2	
19.5414	This study:Johnson et al. 2007	TAFI:20D	33.7	14				1.4	LP-DIR:IE-MLAT-PR				204.879	5.65	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	5.4		84.8	12	19.543	ka	0.00009	958	204.876				TAFI: 14	0		306.1	
	This study:Johnson et al. 2007	TAFI:20D	27.6	13				2	LP-DIR					5.16	VGP calculated using present lat/lon	Hawaii				i	4.7		83.6	12	19.161	ka	0.0001	493	204.458				TAFI-PMCORR: 13	0		338.8	
19.1595	This study:Johnson et al. 2007	TAFI:20D	27.6	13				2	LP-DIR:IE-MLAT-PR				204.461	5.16	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	4.7		83.6	12	19.161	ka	0.0001	493	204.458				TAFI: 13	0		338.8	
	This study:Johnson et al. 2007	TAFI:20D	33.4	12				1.1	LP-DIR					4.05	VGP calculated using present lat/lon	Hawaii				i	4.5		85.5	12	19.713	ka	0.00005	1467	204.882				TAFI-PMCORR: 12	0		313.2	
19.7118	This study:Johnson et al. 2007	TAFI:20D	33.4	12				1.1	LP-DIR:IE-MLAT-PR				204.884	4.05	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	4.5		85.5	12	19.713	ka	0.00005	1467	204.882				TAFI: 12	0		313.1	
	This study:Johnson et al. 2007	TAFI:20D	36.4	11				1.4	LP-DIR					3.48	VGP calculated using present lat/lon	Hawaii				i	3.7		86.4	11	19.302	ka	0.00008	1091	204.694				TAFI-PMCORR: 11	0		279.1	
19.301	This study:Johnson et al. 2007	TAFI:20D	36.4	11				1.4	LP-DIR:IE-MLAT-PR				204.696	3.48	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.7		86.4	11	19.302	ka	0.00008	1091	204.694				TAFI: 11	0		279.1	
	This study:Johnson et al. 2007	TAFI:20D	25.7	10				2.3	LP-DIR					2.89	VGP calculated using present lat/lon	Hawaii				i	357.7		83.5	12	19.64	ka	0.00007	370	204.958				TAFI-PMCORR: 10	0		45.1	
19.6392	This study:Johnson et al. 2007	TAFI:20D	25.7	10				2.3	LP-DIR:IE-MLAT-PR				204.959	2.89	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	357.7		83.5	12	19.64	ka	0.00007	370	204.958				TAFI: 10	0		45.1	
	This study:Johnson et al. 2007	TAFI:20D	21	9				1.5	LP-DIR					2.55	VGP calculated using present lat/lon	Hawaii				i	1.2		81.2	11	19.538	ka	0.00008	987	204.655				TAFI-PMCORR: 9	0		16.9	
19.5373	This study:Johnson et al. 2007	TAFI:20D	21	9				1.5	LP-DIR:IE-MLAT-PR				204.656	2.55	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	1.2		81.3	11	19.538	ka	0.00008	987	204.655				TAFI: 9	0		16.9	
	This study:Johnson et al. 2007	TAFI:20D	15.2	8				1.3	LP-DIR					2.19	VGP calculated using present lat/lon	Hawaii				i	11.3		74	12	19.455	ka	0.00007	1095	204.707				TAFI-PMCORR: 8	0		340.1	
19.4544	This study:Johnson et al. 2007	TAFI:20D	15.2	8				1.3	LP-DIR:IE-MLAT-PR				204.708	2.19	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	11.3		74	12	19.455	ka	0.00007	1095	204.707				TAFI: 8	0		340.1	
	This study:Johnson et al. 2007	TAFI:20D	14.7	7				2.1	LP-DIR					2.18	VGP calculated using present lat/lon	Hawaii				i	11.2		74.1	12	19.118	ka	0.00006	439	204.426				TAFI-PMCORR: 7	0		339.9	
19.1174	This study:Johnson et al. 2007	TAFI:20D	14.7	7				2.1	LP-DIR:IE-MLAT-PR				204.427	2.18	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	11.2		74.1	12	19.118	ka	0.00006	439	204.426				TAFI: 7	0		339.9	
	This study:Johnson et al. 2007	TAFI:20D	17.8	6				1.9	LP-DIR					1.69	VGP calculated using present lat/lon	Hawaii				i	355.5		78.7	10	19.553	ka	0.00007	679	204.648				TAFI-PMCORR: 6	0		47.9	
19.5525	This study:Johnson et al. 2007	TAFI:20D	17.8	6				1.9	LP-DIR:IE-MLAT-PR				204.649	1.69	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	355.5		78.7	10	19.553	ka	0.00007	679	204.648				TAFI: 6	0		47.9	
	This study:Johnson et al. 2007	TAFI:20D	18.2	5				2.2	LP-DIR					1.32	VGP calculated using present lat/lon	Hawaii				i	2.2		79.6	12	19.564	ka	0.00005	400	204.656				TAFI-PMCORR: 5	0		12.6	
19.5636	This study:Johnson et al. 2007	TAFI:20D	18.2	5				2.2	LP-DIR:IE-MLAT-PR				204.657	1.32	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.2		79.6	12	19.564	ka	0.00005	400	204.656				TAFI: 5	0		12.6	
	This study:Johnson et al. 2007	TAFI:20D	25.8	4				1.6	LP-DIR					0.76	VGP calculated using present lat/lon	Hawaii				i	353		81.1	11	19.494	ka	0.00007	849	204.656				TAFI-PMCORR: 4	0		74.4	
19.4938	This study:Johnson et al. 2007	TAFI:20D	25.8	4				1.6	LP-DIR:IE-MLAT-PR				204.656	0.76	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	353		81.1	11	19.494	ka	0.00007	849	204.656				TAFI: 4	0		74.4	
	This study:Johnson et al. 2007	TAFI:20D	41.4	3				1.2	LP-DIR					0.7	VGP calculated using present lat/lon	Hawaii				i	2.8		84.8	18	19.296	ka	0.00007	905	204.689				TAFI-PMCORR: 3	0		234.3	
19.2958	This study:Johnson et al. 2007	TAFI:20D	41.4	3				1.2	LP-DIR:IE-MLAT-PR				204.689	0.7	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	2.8		84.8	18	19.296	ka	0.00007	905	204.689				TAFI: 3	0		234.3	
	This study:Johnson et al. 2007	TAFI:20D	36.6	2				1.1	LP-DIR					0.44	VGP calculated using present lat/lon	Hawaii				i	7.6		82.8	12	19.552	ka	0.00009	1662	204.698				TAFI-PMCORR: 2	0		286.9	
19.5519	This study:Johnson et al. 2007	TAFI:20D	36.6	2				1.1	LP-DIR:IE-MLAT-PR				204.698	0.44	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	7.6		82.8	12	19.552	ka	0.00009	1662	204.698				TAFI: 2	0		286.9	
	This study:Johnson et al. 2007	TAFI:20D	46	1c				2.1	LP-DIR					0.26	VGP calculated using present lat/lon	Hawaii				i	3.1		81.7	12	19.572	ka	0.00007	418	204.941				TAFI-PMCORR: 1c	0		224.4	
19.5719	This study:Johnson et al. 2007	TAFI:20D	46	1c				2.1	LP-DIR:IE-MLAT-PR				204.941	0.26	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.1		81.7	12	19.572	ka	0.00007	418	204.941				TAFI: 1c	0		224.4	
	This study:Johnson et al. 2007	TAFI:20D	44.2	1b				1.4	LP-DIR					0.26	VGP calculated using present lat/lon	Hawaii				i	3.2		83	12	19.58	ka	0.00007	10	204.938				TAFI-PMCORR: 1b	0		229.3	
19.5799	This study:Johnson et al. 2007	TAFI:20D	44.2	1b				1.4	LP-DIR:IE-MLAT-PR				204.938	0.26	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	3.2		83	12	19.58	ka	0.00007	10	204.938				TAFI: 1b	0		229.3	
	This study:Johnson et al. 2007	TAFI:20D	41.3	1a				1.7	LP-DIR					0.26	VGP calculated using present lat/lon	Hawaii				i	5.5		83.4	12	19.545	ka	0.00007	630	204.912				TAFI-PMCORR: 1a	0		254.7	
19.5449	This study:Johnson et al. 2007	TAFI:20D	41.3	1a				1.7	LP-DIR:IE-MLAT-PR				204.912	0.26	VGP calculated using plate motion corrected lat/lon using Nuvel-1A	Hawaii				i	5.5		83.4	12	19.545	ka	0.00007	630	204.912				TAFI: 1a	0		254.7	
19.58	This study	PINT03	41.3	Hawaii 01a.b.c	5.260e-05		10.1	1.7	LP-PI-TRM:LP-PI-ALT-PTRM	1.174e+23				2.60E-04	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	5.300e-06	4	1335	i	5.5	4	83.4	12	19.58	Ma	2.00E-04	630	-155.06				PINT:Hawaii 01a.b.c			255.0	1.114e+23
19.55	This study	PINT03	36.6	Hawaii 02	4.790e-05		1.3	1.1	LP-PI-TRM:LP-PI-ALT-PTRM	1.070e+23				4.40E-04	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	6.000e-07	4	1336	i	7.6	4	82.8	12	19.55	Ma	2.70E-04	1662	-155.3				PINT:Hawaii 02			286.8	1.059e+23
19.3	This study	PINT03	41.4	Hawaii 03	4.450e-05		2.7	1.2	LP-PI-TRM:LP-PI-ALT-PTRM	9.968e+22				7.00E-04	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.200e-06	2	1337	i	2.8	2	84.8	18	19.3	Ma	2.00E-04	906	-155.3				PINT:Hawaii 03			234.3	9.416e+22
19.49	This study	PINT03	25.8	Hawaii 04	4.410e-05		1.8	1.6	LP-PI-TRM:LP-PI-ALT-PTRM	9.855e+22				7.60E-04	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	8.000e-07	2	1338	i	353	2	81.1	11	19.49	Ma	2.00E-04	849	-155.34				PINT:Hawaii 04			74.4	1.054e+23
19.56	This study	PINT03	18.2	Hawaii 05	4.150e-05		8.7	2.2	LP-PI-TRM:LP-PI-ALT-PTRM	9.266e+22				1.32E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.600e-06	4	1339	i	2.2	4	79.6	12	19.56	Ma	3.00E-04	400	-155.34				PINT:Hawaii 05			12.6	1.031e+23
19.53	This study	PINT03	17.8	Hawaii 06	3.900e-05		7.9	1.9	LP-PI-TRM:LP-PI-ALT-PTRM	8.711e+22				1.69E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.100e-06	4	1340	i	355.5	4	78.7	10	19.53	Ma	3.00E-04	679	-155.35				PINT:Hawaii 06			48.0	9.707e+22
19.12	This study	PINT03	14.7	Hawaii 07+08	4.810e-05		25.6	2.1	LP-PI-TRM:LP-PI-ALT-PTRM	1.080e+23				2.19E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.230e-05	4	1341	i	11.2	4	74.1	12	19.12	Ma	2.00E-04	439	-115.57				PINT:Hawaii 07+08			19.9	1.211e+23
19.54	This study	PINT03	21	Hawaii 09	4.360e-05		5.3	1.5	LP-PI-TRM:LP-PI-ALT-PTRM	9.738e+22				2.55E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.300e-06	4	1342	i	1.2	4	81.2	12	19.54	Ma	2.00E-04	987	-155.34				PINT:Hawaii 09			16.9	1.070e+23
19.64	This study	PINT03	25.7	Hawaii 10	5.170e-05		22.4	2.3	LP-PI-TRM:LP-PI-ALT-PTRM	1.153e+23				2.89E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.160e-05	5	1343	i	357.7	5	83.5	11	19.64	Ma	2.00E-04	370	-155.04				PINT:Hawaii 10			45.1	1.237e+23
19.3	This study	PINT03	36.4	Hawaii 11	4.790e-05		21.5	1.4	LP-PI-TRM:LP-PI-ALT-PTRM	1.073e+23				3.48E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.030e-05	2	1344	i	3.7	2	86.4	12	19.3	Ma	2.00E-04	1091	-155.31				PINT:Hawaii 11			279.0	1.061e+23
19.71	This study	PINT03	33.4	Hawaii 12	5.060e-05		3.4	1.1	LP-PI-TRM:LP-PI-ALT-PTRM	1.128e+23				4.05E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.700e-06	3	1345	i	4.5	3	85.5	11	19.71	Ma	2.00E-04	1467	-155.12				PINT:Hawaii 12			313.1	1.148e+23
19.16	This study	PINT03	27.6	Hawaii 13	3.610e-05		7.2	2	LP-PI-TRM:LP-PI-ALT-PTRM	8.100e+22				5.16E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.600e-06	5	1346	i	4.7	5	83.6	12	19.16	Ma	3.00E-04	493	-155.54				PINT:Hawaii 13			338.8	8.535e+22
19.54	This study	PINT03	33.7	Hawaii 14	3.390e-05		7.4	1.4	LP-PI-TRM:LP-PI-ALT-PTRM	7.571e+22				5.65E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.500e-06	3	1347	i	5.4	3	84.8	12	19.54	Ma	3.00E-04	958	-155.12				PINT:Hawaii 14			306.1	7.674e+22
19.09	This study	PINT03	54.9	Hawaii 15	3.520e-05		9.9	1.7	LP-PI-TRM:LP-PI-ALT-PTRM	7.905e+22				6.16E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	3.500e-06	2	1348	i	357.8	2	73.5	12	19.09	Ma	3.00E-04	819	-115.59				PINT:Hawaii 15			238.1	6.411e+22
19.7	This study	PINT03	25.4	Hawaii 16	2.700e-05		7.8	1.4	LP-PI-TRM:LP-PI-ALT-PTRM	6.018e+22				7.30E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	2.100e-06	4	1349	i	2.3	4	83.3	10	19.7	Ma	3.00E-04	914	-115.56				PINT:Hawaii 16			44.9	6.470e+22
19.15	This study	PINT03	33.4	Hawaii 17	3.070e-05		3.6	1.5	LP-PI-TRM:LP-PI-ALT-PTRM	6.890e+22				7.95E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	1.100e-06	3	1350	i	359.5	3	89.0	12	19.15	Ma	3.00E-04	917	-155.52				PINT:Hawaii 17			52.2	6.966e+22
19.42	This study	PINT03	36	Hawaii 18	4.460e-05		15.5	2.3	LP-PI-TRM:LP-PI-ALT-PTRM	9.976e+22				8.74E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	6.900e-06	5	1351	i	357.3	5	87.4	11	19.42	Ma	3.00E-04	413	-155.34				PINT:Hawaii 18			127.2	9.909e+22
19.42	This study	PINT03	33.8	Hawaii 19	4.110e-05		11.9	2.3	LP-PI-TRM:LP-PI-ALT-PTRM	9.193e+22				9.50E-03	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	4.900e-06	5	1352	i	3	5	87.0	11	19.42	Ma	4.00E-04	351	-155.34				PINT:Hawaii 19			312.0	9.296e+22
19.1	This study	PINT03	31.9	Hawaii 20	3.600e-05		23.3	1.8	LP-PI-TRM:LP-PI-ALT-PTRM	8.084e+22				0.01	VDM recalculated by MagIC team. VADM calculated using present site lat.	Hawaii	8.400e-06	5	1353	i	3.6	5	86.1	12	19.1	Ma	4.00E-04	570	-115.56				PINT:Hawaii 20			1.8	8.262e+22
