tab	sites
site	location	samples	specimens	age	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	description	software_packages	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	citations	method_codes	result_quality	result_type	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc26	McMurdo	mc26d:mc26c	mc26d:mc26c	4.0	4.0	Ma													-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.768e-05	6.865e-06	24.81	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc26	McMurdo		mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a	4.0	4.0	Ma	3.8		13.4	-55.8	217.7	8.0			p	n	7.9678	0.0	-78.21	166.57	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc26, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							1.4	7.4	47.7	182.7	8.0
mc28	McMurdo		mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a	0.06	0.003	Ma	6.7	A	80.4	-84.1	82.1	7.0	7.0	0.0	p	n	6.9269	0.0	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc28	McMurdo	mc28b	mc28b	0.06	0.003	Ma													-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Young looking basalt flow on NW flank of Mount Discovery.	pmagpy-2.60	1.29e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc28	McMurdo		mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a	0.06	0.003	Ma	6.7		80.4	-84.1	82.1	7.0			p	n	6.9269	0.0	-78.29	164.73	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. Young looking basalt flow on NW flank of Mount Discovery. VGP: Site (geog. coord) A comp: mc28, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							13.2	13.0	75.0	294.4	7.0
mc29	McMurdo		mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a	0.18	0.04	Ma	3.0	A	12.0	-78.7	395.5	7.0	7.0	0.0	p	n	6.9848	0.0	-78.31	164.8	Extrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc29	McMurdo		mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a	0.18	0.04	Ma	3.0		12.0	-78.7	395.5	7.0			p	n	6.9848	0.0	-78.31	164.8	Extrusive:Igneous	Volcanic Dike	Basalt	Kristin Lawrence	DE-SITE	Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. . VGP: Site (geog. coord) A comp: mc29, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.1	5.8	79.4	189.6	7.0
mc30	McMurdo		mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a	4.0	4.0	Ma	4.7	A	242.7	68.3	141.2	8.0	8.0	0.0	p	r	7.9504	0.0	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc30	McMurdo	mc30b : mc30d : mc30e:mc30a	mc30b : mc30d : mc30e:mc30a	4.0	4.0	Ma													-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.263e-05	3.847e-07	0.9023	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc30	McMurdo		mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a	4.0	4.0	Ma	4.7		242.7	68.3	141.2	8.0			p	n	7.9504	0.0	-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc30, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.6	9.1	-55.5	62.5	8.0
mc30	McMurdo	mc30b : mc30d : mc30e:mc30a	mc30b : mc30d : mc30e:mc30a	4.0	4.0	Ma													-78.34	164.87	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	V[A]DM: Site mc30, Site V [A] DM.	pmagpy-2.60	4.263e-05	3.847e-07	0.9023	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		i	5.598e+22	4.0	5.052e+20	6.546e+22	4.0	5.906e+20					
mc31	McMurdo		mc31c : mc31d : mc31f : mc31h:mc31b	4.0	4.0	Ma	3.2	A	298.7	-86.1	586.8	5.0	5.0	0.0	p	n	4.9932	0.0	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc31	McMurdo		mc31c : mc31d : mc31f : mc31h:mc31b	4.0	4.0	Ma	3.2		298.7	-86.1	586.8	5.0			p	n	4.9932	0.0	-78.34	164.28	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc31, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							9.5	6.2	79.6	25.2	5.0
mc32	McMurdo		mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a	4.0	4.0	Ma	3.2	A	265.0	-74.6	346.5	7.0	7.0	0.0	p	n	6.9827	0.0	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc32	McMurdo	mc32d : mc32e:mc32b	mc32d : mc32e:mc32b	4.0	4.0	Ma													-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.328e-05	5.899e-06	17.72	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc32	McMurdo		mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a	4.0	4.0	Ma	3.2		265.0	-74.6	346.5	7.0			p	n	6.9827	0.0	-78.36	164.3	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc32, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.4	6.2	58.1	49.9	7.0
mc33	McMurdo		mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a	4.0	4.0	Ma	3.0	A	9.6	-75.7	349.4	8.0	8.0	0.0	p	n	7.98	0.0	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc33	McMurdo		mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a	4.0	4.0	Ma	3.0		9.6	-75.7	349.4	8.0			p	n	7.98	0.0	-78.38	164.34	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc33, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							2.4	5.8	74.3	180.6	8.0
mc34	McMurdo		mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a	4.0	4.0	Ma	3.4	A	279.0	-81.4	309.9	7.0	7.0	0.0	p	n	6.9806	0.0	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc34	McMurdo	mc34c	mc34c	4.0	4.0	Ma													-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.305e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc34	McMurdo		mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a	4.0	4.0	Ma	3.4		279.0	-81.4	309.9	7.0			p	n	6.9806	0.0	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc34, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.6	6.6	71.2	46.9	7.0
mc35	McMurdo		mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a	0.12	0.01	Ma	3.4	A	293.6	-84.0	273.0	8.0	8.0	0.0	p	n	7.9744	0.0	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc35	McMurdo	mc35d:mc35b	mc35d:mc35b	0.12	0.01	Ma													-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Intensity included in Pmag_Results.	pmagpy-2.60	2.411e-05	2.7660000000000003e-06	11.47	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc35	McMurdo		mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a	0.12	0.01	Ma	3.4		293.6	-84.0	273.0	8.0			p	n	7.9744	0.0	-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . VGP: Site (geog. coord) A comp: mc35, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							6.5	6.6	77.2	42.6	8.0
mc35	McMurdo	mc35d:mc35b	mc35d:mc35b	0.12	0.01	Ma													-78.39	164.23	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . Basalt flow on rim of crater, Mount Morning volcanic field. . V[A]DM: Site mc35, Site V [A] DM.	pmagpy-2.60	2.411e-05	2.7660000000000003e-06	11.47	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		i	3.166e+22	2.0	3.632e+21	3.168e+22	2.0	3.635e+21					
mc36	McMurdo		mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a	0.12	0.01	Ma	5.0	A	349.1	-83.0	149.2	7.0	7.0	0.0	p	n	6.9598	0.0	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc36	McMurdo	mc36b : mc36e : mc36h:mc36a	mc36b : mc36e : mc36h:mc36a	0.12	0.01	Ma													-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Intensity included in Pmag_Results.	pmagpy-2.60	2.569e-05	2.957e-06	11.51	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM	g												
mc36	McMurdo		mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a	0.12	0.01	Ma	5.0		349.1	-83.0	149.2	7.0			p	n	6.9598	0.0	-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. VGP: Site (geog. coord) A comp: mc36, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							8.3	9.7	86.8	111.2	7.0
mc36	McMurdo	mc36b : mc36e : mc36h:mc36a	mc36b : mc36e : mc36h:mc36a	0.12	0.01	Ma													-78.39	164.27	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. V[A]DM: Site mc36, Site V [A] DM.	pmagpy-2.60	2.569e-05	2.957e-06	11.51	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM		i	3.373e+22	4.0	3.883e+21	3.395e+22	4.0	3.908e+21					
mc37	McMurdo		mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h:mc37a	4.47	0.02	Ma	3.2	A	210.6	82.2	300.6	8.0	8.0	0.0	p	r	7.9767	0.0	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc37	McMurdo	mc37d : mc37e : mc37h:mc37c	mc37d : mc37e : mc37h:mc37c	4.47	0.02	Ma													-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Intensity included in Pmag_Results.	pmagpy-2.60	6.039e-05	5.261e-06	8.713	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc37	McMurdo		mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h:mc37a	4.47	0.02	Ma	3.2		210.6	82.2	300.6	8.0			p	n	7.9767	0.0	-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . VGP: Site (geog. coord) A comp: mc37, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							4.7	6.2	-82.1	62.2	8.0
mc37	McMurdo	mc37d : mc37e : mc37h:mc37c	mc37d : mc37e : mc37h:mc37c	4.47	0.02	Ma													-78.4	164.27	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	IE-SITE	Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . Basalt from dissected cone, eastern part of Mount Morning volcanic field. . V[A]DM: Site mc37, Site V [A] DM.	pmagpy-2.60	6.039e-05	5.261e-06	8.713	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM		i	7.929e+22	4.0	6.909e+21	8.021e+22	4.0	6.988e+21					
mc38	McMurdo		mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a	4.0	4.0	Ma	3.8	A	296.5	-78.0	258.4	7.0	7.0	0.0	p	n	6.9768	0.0	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc38	McMurdo		mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a	4.0	4.0	Ma	3.8		296.5	-78.0	258.4	7.0			p	n	6.9768	0.0	-78.4	164.21	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc38, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							3.7	7.4	69.5	71.9	7.0
mc39	McMurdo		mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h:mc39a	0.084	0.004	Ma	4.1	A	263.1	-85.9	188.0	8.0	7.0	1.0	p	n	7.9654	0.0	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc39	McMurdo	mc39b:mc39a	mc39b:mc39a	0.084	0.004	Ma													-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Olivine basalt with large feldspars, Mount Morning volcanic field. .	pmagpy-2.60	2.98e-05	5.442999999999999e-06	18.26	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc39	McMurdo		mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h:mc39a	0.084	0.004	Ma	4.1		263.1	-85.9	188.0	8.0			p	n	7.9654	0.0	-78.39	164.21	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . Olivine basalt with large feldspars, Mount Morning volcanic field. . VGP: Site (geog. coord) A comp: mc39, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							11.5	8.0	75.1	17.3	8.0
mc40	McMurdo		mc40b : mc40c : mc40e : mc40f : mc40g : mc40h:mc40a	4.0	4.0	Ma	5.1	A	192.7	-83.1	140.5	7.0	7.0	0.0	p	n	6.9573	0.0	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc40	McMurdo	mc40e	mc40e	4.0	4.0	Ma													-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.936e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc40	McMurdo		mc40b : mc40c : mc40e : mc40f : mc40g : mc40h:mc40a	4.0	4.0	Ma	5.1		192.7	-83.1	140.5	7.0			p	n	6.9573	0.0	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Kristin Lawrence	DE-SITE	VGP: Site (geog. coord) A comp: mc40, Site VGPA comp: (geog. coord).	pmagpy-2.60					This study	DE-DI:DE-FM:DE-BFL:LP-DC5		i							8.5	9.9	64.9	351.2	7.0
mc41	McMurdo		mc41c : mc41d : mc41e : mc41f : mc41h:mc41b	0.28	0.01	Ma	6.3	A	270.9	-78.1	114.5	6.0	6.0	0.0	p	n	5.9563	0.0	-78.39	164.2	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Olivine basalt - Mount Morning volcanic field. Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
