tab 	sites																																														
	age	age_sigma	age_unit	analysts	citations	criterion	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	location	lon	method_codes	result_type	samples	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_alpha95	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
	2.5	2.5	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc228, Site VGPA comp: (geog. coord)."	2.9	A	217.5	63.9	276.7	10	10				9.9675	0	Igneous : Extrusive	Lava Flow					-77.2669	Trachyte	McMurdo	166.3774	DE-FM : DE-DI	i		mc228	pmagpy-2.60	mc228a1 : mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2								1.5	5.6	-55	34.3	10
	1.07	0.09	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	100	73	346.4	8		8	0	r	7.9798	0	Igneous : Extrusive	Lava Flow					-77.48281	Basalt	McMurdo	167.15435	DE-FM : DA-DIR-GEO			mc229	pmagpy-2.60	mc229a2 : mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1												
	1.07	0.09	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00003123	0.00000393	12.58	3	-77.48281	Basalt	McMurdo	167.15435	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT		mc229g : mc229h : mc229k	mc229	pmagpy-2.60	mc229g1 : mc229h1 : mc229k1												
	1.07	0.09	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc229, Site VGPA comp: (geog. coord)."	3	A	100	73	346.4	8	8				7.9798	0	Igneous : Extrusive	Lava Flow					-77.4828	Basalt	McMurdo	167.1543	DE-FM : DE-DI	i		mc229	pmagpy-2.60	mc229a2 : mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1								2.2	5.8	-58.5	246.5	8
	1.07	0.09	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc229, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00003123	0.00000393	12.58	3	-77.48281	Basalt	McMurdo	167.15435	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI : IE-TT	i	mc229g : mc229h : mc229k	mc229	pmagpy-2.60	mc229g1 : mc229h1 : mc229k1	4.11E+22	3	5.17E+21	4.53E+22	3	5.70E+21						
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	13.4	-55.8	217.7	8		8	0	n	7.9678	0	Igneous : Extrusive	Lava Flow					-78.21	Basalt	McMurdo	166.57	DE-FM : DA-DIR-GEO			mc26	pmagpy-2.60	mc26a : mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h												
	4	4	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00002768	0.000006865	24.81	2	-78.21	Basalt	McMurdo	166.57	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc26c : mc26d	mc26	pmagpy-2.60	mc26c : mc26d												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc26, Site VGPA comp: (geog. coord)."	3.8	A	13.4	-55.8	217.7	8	8				7.9678	0	Igneous : Extrusive	Lava Flow					-78.21	Basalt	McMurdo	166.57	DE-FM : DE-DI	i		mc26	pmagpy-2.60	mc26a : mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h								1.4	7.4	47.7	182.7	8
	0.06	0.003	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	6.7	A	80.4	-84.1	82.1	7		7	0	n	6.9269	0	Igneous : Extrusive	Lava Flow					-78.29	Basalt	McMurdo	164.73	DE-FM : DA-DIR-GEO			mc28	pmagpy-2.60	mc28a : mc28b : mc28c : mc28d : mc28f : mc28g : mc28h												
	0.06	0.003	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.0000129	0	0	1	-78.29	Basalt	McMurdo	164.73	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc28b	mc28	pmagpy-2.60	mc28b												
	0.06	0.003	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc28, Site VGPA comp: (geog. coord)."	6.7	A	80.4	-84.1	82.1	7	7				6.9269	0	Igneous : Extrusive	Lava Flow					-78.29	Basalt	McMurdo	164.73	DE-FM : DE-DI	i		mc28	pmagpy-2.60	mc28a : mc28b : mc28c : mc28d : mc28f : mc28g : mc28h								13.2	13	75	294.4	7
	0.18	0.04	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	12	-78.7	395.5	7		7	0	n	6.9848	0	Igneous : Extrusive	Volcanic Dike					-78.31	Basalt	McMurdo	164.8	DE-FM : DA-DIR-GEO			mc29	pmagpy-2.60	mc29a : mc29b : mc29c : mc29e : mc29f : mc29g : mc29h												
	0.18	0.04	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc29, Site VGPA comp: (geog. coord)."	3	A	12	-78.7	395.5	7	7				6.9848	0	Igneous : Extrusive	Volcanic Dike					-78.31	Basalt	McMurdo	164.8	DE-FM : DE-DI	i		mc29	pmagpy-2.60	mc29a : mc29b : mc29c : mc29e : mc29f : mc29g : mc29h								3.1	5.8	79.4	189.6	7
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.7	A	242.7	68.3	141.2	8		8	0	r	7.9504	0	Igneous : Extrusive	Lava Flow					-78.34	Basalt	McMurdo	164.87	DE-FM : DA-DIR-GEO			mc30	pmagpy-2.60	mc30a : mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h												
	4	4	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00004263	3.85E-07	0.9023	4	-78.34	Basalt	McMurdo	164.87	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc30a : mc30b : mc30d : mc30e	mc30	pmagpy-2.60	mc30a : mc30b : mc30d : mc30e												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc30, Site VGPA comp: (geog. coord)."	4.7	A	242.7	68.3	141.2	8	8				7.9504	0	Igneous : Extrusive	Lava Flow					-78.34	Basalt	McMurdo	164.87	DE-FM : DE-DI	i		mc30	pmagpy-2.60	mc30a : mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h								2.6	9.1	-55.5	62.5	8
	4	4	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc30, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00004263	3.85E-07	0.9023	4	-78.34	Basalt	McMurdo	164.87	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT	i	mc30a : mc30b : mc30d : mc30e	mc30	pmagpy-2.60	mc30a : mc30b : mc30d : mc30e	5.60E+22	4	5.05E+20	6.55E+22	4	5.91E+20						
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	298.7	-86.1	586.8	5		5	0	n	4.9932	0	Igneous : Extrusive	Lava Flow					-78.34	Basalt	McMurdo	164.28	DE-FM : DA-DIR-GEO			mc31	pmagpy-2.60	mc31b : mc31c : mc31d : mc31f : mc31h												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc31, Site VGPA comp: (geog. coord)."	3.2	A	298.7	-86.1	586.8	5	5				4.9932	0	Igneous : Extrusive	Lava Flow					-78.34	Basalt	McMurdo	164.28	DE-FM : DE-DI	i		mc31	pmagpy-2.60	mc31b : mc31c : mc31d : mc31f : mc31h								9.5	6.2	79.6	25.2	5
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	265	-74.6	346.5	7		7	0	n	6.9827	0	Igneous : Extrusive	Lava Flow					-78.36	Basalt	McMurdo	164.3	DE-FM : DA-DIR-GEO			mc32	pmagpy-2.60	mc32a : mc32b : mc32d : mc32e : mc32f : mc32g : mc32h												
	4	4	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00003328	0.000005899	17.72	3	-78.36	Basalt	McMurdo	164.3	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc32b : mc32d : mc32e	mc32	pmagpy-2.60	mc32b : mc32d : mc32e												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc32, Site VGPA comp: (geog. coord)."	3.2	A	265	-74.6	346.5	7	7				6.9827	0	Igneous : Extrusive	Lava Flow					-78.36	Basalt	McMurdo	164.3	DE-FM : DE-DI	i		mc32	pmagpy-2.60	mc32a : mc32b : mc32d : mc32e : mc32f : mc32g : mc32h								2.4	6.2	58.1	49.9	7
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	9.6	-75.7	349.4	8		8	0	n	7.98	0	Igneous : Extrusive	Lava Flow					-78.38	Basalt	McMurdo	164.34	DE-FM : DA-DIR-GEO			mc33	pmagpy-2.60	mc33a : mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc33, Site VGPA comp: (geog. coord)."	3	A	9.6	-75.7	349.4	8	8				7.98	0	Igneous : Extrusive	Lava Flow					-78.38	Basalt	McMurdo	164.34	DE-FM : DE-DI	i		mc33	pmagpy-2.60	mc33a : mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h								2.4	5.8	74.3	180.6	8
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	279	-81.4	309.9	7		7	0	n	6.9806	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.27	DE-FM : DA-DIR-GEO			mc34	pmagpy-2.60	mc34a : mc34b : mc34c : mc34d : mc34e : mc34f : mc34h												
	4	4	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00002305	0	0	1	-78.39	Basalt	McMurdo	164.27	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc34c	mc34	pmagpy-2.60	mc34c												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc34, Site VGPA comp: (geog. coord)."	3.4	A	279	-81.4	309.9	7	7				6.9806	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.27	DE-FM : DE-DI	i		mc34	pmagpy-2.60	mc34a : mc34b : mc34c : mc34d : mc34e : mc34f : mc34h								4.6	6.6	71.2	46.9	7
	0.12	0.01	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	293.6	-84	273	8		8	0	n	7.9744	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.23	DE-FM : DA-DIR-GEO			mc35	pmagpy-2.60	mc35a : mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h												
	0.12	0.01	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00002411	0.000002766	11.47	2	-78.39	Basalt	McMurdo	164.23	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc35b : mc35d	mc35	pmagpy-2.60	mc35b : mc35d												
	0.12	0.01	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc35, Site VGPA comp: (geog. coord)."	3.4	A	293.6	-84	273	8	8				7.9744	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.23	DE-FM : DE-DI	i		mc35	pmagpy-2.60	mc35a : mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h								6.5	6.6	77.2	42.6	8
	0.12	0.01	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc35, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00002411	0.000002766	11.47	2	-78.39	Basalt	McMurdo	164.23	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT	i	mc35b : mc35d	mc35	pmagpy-2.60	mc35b : mc35d	3.17E+22	2	3.63E+21	3.17E+22	2	3.64E+21						
	0.12	0.01	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5	A	349.1	-83	149.2	7		7	0	n	6.9598	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.27	DE-FM : DA-DIR-GEO			mc36	pmagpy-2.60	mc36a : mc36b : mc36d : mc36e : mc36f : mc36g : mc36h												
	0.12	0.01	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00002569	0.000002957	11.51	4	-78.39	Basalt	McMurdo	164.27	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI : IE-TT		mc36a : mc36b : mc36e : mc36h	mc36	pmagpy-2.60	mc36a : mc36b : mc36e : mc36h												
	0.12	0.01	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc36, Site VGPA comp: (geog. coord)."	5	A	349.1	-83	149.2	7	7				6.9598	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.27	DE-FM : DE-DI	i		mc36	pmagpy-2.60	mc36a : mc36b : mc36d : mc36e : mc36f : mc36g : mc36h								8.3	9.7	86.8	111.2	7
	0.12	0.01	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc36, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00002569	0.000002957	11.51	4	-78.39	Basalt	McMurdo	164.27	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI : IE-TT	i	mc36a : mc36b : mc36e : mc36h	mc36	pmagpy-2.60	mc36a : mc36b : mc36e : mc36h	3.37E+22	4	3.88E+21	3.40E+22	4	3.91E+21						
	4.47	0.02	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	210.6	82.2	300.6	8		8	0	r	7.9767	0	Igneous : Extrusive	Lava Flow					-78.4	Basalt	McMurdo	164.27	DE-FM : DA-DIR-GEO			mc37	pmagpy-2.60	mc37a : mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h												
	4.47	0.02	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00006039	0.000005261	8.713	4	-78.4	Basalt	McMurdo	164.27	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc37c : mc37d : mc37e : mc37h	mc37	pmagpy-2.60	mc37c : mc37d : mc37e : mc37h												
	4.47	0.02	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc37, Site VGPA comp: (geog. coord)."	3.2	A	210.6	82.2	300.6	8	8				7.9767	0	Igneous : Extrusive	Lava Flow					-78.4	Basalt	McMurdo	164.27	DE-FM : DE-DI	i		mc37	pmagpy-2.60	mc37a : mc37b : mc37c : mc37d : mc37e : mc37f : mc37g : mc37h								4.7	6.2	-82.1	62.2	8
	4.47	0.02	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc37, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00006039	0.000005261	8.713	4	-78.4	Basalt	McMurdo	164.27	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT	i	mc37c : mc37d : mc37e : mc37h	mc37	pmagpy-2.60	mc37c : mc37d : mc37e : mc37h	7.93E+22	4	6.91E+21	8.02E+22	4	6.99E+21						
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	296.5	-78	258.4	7		7	0	n	6.9768	0	Igneous : Extrusive	Lava Flow					-78.4	Basalt	McMurdo	164.21	DE-FM : DA-DIR-GEO			mc38	pmagpy-2.60	mc38a : mc38b : mc38c : mc38e : mc38f : mc38g : mc38h												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc38, Site VGPA comp: (geog. coord)."	3.8	A	296.5	-78	258.4	7	7				6.9768	0	Igneous : Extrusive	Lava Flow					-78.4	Basalt	McMurdo	164.21	DE-FM : DE-DI	i		mc38	pmagpy-2.60	mc38a : mc38b : mc38c : mc38e : mc38f : mc38g : mc38h								3.7	7.4	69.5	71.9	7
	0.084	0.004	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.1	A	263.1	-85.9	188	8		7	1	n	7.9654	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.21	DE-FM : DA-DIR-GEO			mc39	pmagpy-2.60	mc39a : mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h												
	0.084	0.004	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.0000298	0.000005443	18.26	2	-78.39	Basalt	McMurdo	164.21	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc39a : mc39b	mc39	pmagpy-2.60	mc39a : mc39b												
	0.084	0.004	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc39, Site VGPA comp: (geog. coord)."	4.1	A	263.1	-85.9	188	8	8				7.9654	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.21	DE-FM : DE-DI	i		mc39	pmagpy-2.60	mc39a : mc39b : mc39c : mc39d : mc39e : mc39f : mc39g : mc39h								11.5	8	75.1	17.3	8
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.1	A	192.7	-83.1	140.5	7		7	0	n	6.9573	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.2	DE-FM : DA-DIR-GEO			mc40	pmagpy-2.60	mc40a : mc40b : mc40c : mc40e : mc40f : mc40g : mc40h												
	4	4	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00003936	0	0	1	-78.39	Basalt	McMurdo	164.2	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc40e	mc40	pmagpy-2.60	mc40e												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc40, Site VGPA comp: (geog. coord)."	5.1	A	192.7	-83.1	140.5	7	7				6.9573	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.2	DE-FM : DE-DI	i		mc40	pmagpy-2.60	mc40a : mc40b : mc40c : mc40e : mc40f : mc40g : mc40h								8.5	9.9	64.9	351.2	7
	0.28	0.01	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	6.3	A	270.9	-78.1	114.5	6		6	0	n	5.9563	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.2	DE-FM : DA-DIR-GEO			mc41	pmagpy-2.60	mc41b : mc41c : mc41d : mc41e : mc41f : mc41h												
	0.28	0.01	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc41, Site VGPA comp: (geog. coord)."	6.3	A	270.9	-78.1	114.5	6	6				5.9563	0	Igneous : Extrusive	Lava Flow					-78.39	Basalt	McMurdo	164.2	DE-FM : DE-DI	i		mc41	pmagpy-2.60	mc41b : mc41c : mc41d : mc41e : mc41f : mc41h								6.1	12.2	64.7	49.4	6
					This study															Igneous : Extrusive	Lava Flow					-78.37	Basalt	McMurdo	164.12				mc42														
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.1	A	291.8	-87.8	177.1	6		5	1	n	5.9746	0	Igneous : Extrusive	Lava Flow					-78.37	Basalt	McMurdo	164.24	DE-FM : DA-DIR-GEO			mc43	pmagpy-2.60	mc43a : mc43b : mc43c : mc43e : mc43f : mc43g												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc43, Site VGPA comp: (geog. coord)."	5.1	A	291.8	-87.8	177.1	6	6				5.9746	0	Igneous : Extrusive	Lava Flow					-78.37	Basalt	McMurdo	164.24	DE-FM : DE-DI	i		mc43	pmagpy-2.60	mc43a : mc43b : mc43c : mc43e : mc43f : mc43g								26.8	9.9	79.2	6.6	6
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.5	A	324.2	-73.9	153.2	8		8	0	n	7.9543	0	Igneous : Extrusive	Lava Flow					-78.36	Basalt	McMurdo	164.26	DE-FM : DA-DIR-GEO			mc44	pmagpy-2.60	mc44a : mc44b : mc44c : mc44d : mc44e : mc44f : mc44g : mc44h												
	4	4	Ma	@ltauxe	This study	IE-SPEC														Igneous : Extrusive	Lava Flow	0.00002165	0.00000902	41.67	4	-78.36	Basalt	McMurdo	164.26	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc44a : mc44b : mc44g : mc44h	mc44	pmagpy-2.60	mc44a : mc44b : mc44g : mc44h												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc44, Site VGPA comp: (geog. coord)."	4.5	A	324.2	-73.9	153.2	8	8				7.9543	0	Igneous : Extrusive	Lava Flow					-78.36	Basalt	McMurdo	164.26	DE-FM : DE-DI	i		mc44	pmagpy-2.60	mc44a : mc44b : mc44c : mc44d : mc44e : mc44f : mc44g : mc44h								3.3	8.7	68.4	111.5	8
	4	4	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.8	A	77	-56.6	165.4	7		6	1	n	6.9668	0	Igneous : Extrusive	Lava Flow					-78.24	Basalt	McMurdo	163.36	DE-FM : DA-DIR-GEO			mc48	pmagpy-2.60	mc48b : mc48c : mc48d : mc48e : mc48f : mc48g : mc48h												
	4	4	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc48, Site VGPA comp: (geog. coord)."	4.8	A	77	-56.6	165.4	7	7				6.9668	0	Igneous : Extrusive	Lava Flow					-78.24	Basalt	McMurdo	163.36	DE-FM : DE-DI	i		mc48	pmagpy-2.60	mc48b : mc48c : mc48d : mc48e : mc48f : mc48g : mc48h								1.8	9.3	38.9	249.5	7
	1.14	0.01	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.7	A	157	75	140.2	6		6	0	r	5.9643	0	Igneous : Extrusive	Lava Flow					-78.24	Basalt	McMurdo	163.36	DE-FM : DA-DIR-GEO			mc49	pmagpy-2.60	mc49a : mc49b : mc49d : mc49e : mc49g : mc49h												
	1.14	0.01	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc49, Site VGPA comp: (geog. coord)."	5.7	A	157	75	140.2	6	6				5.9643	0	Igneous : Extrusive	Lava Flow					-78.24	Basalt	McMurdo	163.36	DE-FM : DE-DI	i		mc49	pmagpy-2.60	mc49a : mc49b : mc49d : mc49e : mc49g : mc49h								4.5	11	-72.1	306.5	6
	1.9	0.05	Ma	@ltauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.6	A	191.3	71.4	458.9	8		8	0	r	7.9847	0	Igneous : Extrusive	Lava Flow					-78.25	Basalt	McMurdo	163.22	DE-FM : DA-DIR-GEO			mc50	pmagpy-2.60	mc50a : mc50b : mc50c : mc50d : mc50e : mc50f : mc50g : mc50h												
	1.9	0.05	Ma	@ltauxe	This study	IE-SPEC	Intensity included in Pmag_Results.													Igneous : Extrusive	Lava Flow	0.00003366	0.000002303	6.841	3	-78.25	Basalt	McMurdo	163.22	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT		mc50a : mc50b : mc50f	mc50	pmagpy-2.60	mc50a : mc50b : mc50f												
	1.9	0.05	Ma	@klawrenc	This study	DE-SITE	"VGP: Site (geog. coord) A comp: mc50, Site VGPA comp: (geog. coord)."	2.6	A	191.3	71.4	458.9	8	8				7.9847	0	Igneous : Extrusive	Lava Flow					-78.25	Basalt	McMurdo	163.22	DE-FM : DE-DI	i		mc50	pmagpy-2.60	mc50a : mc50b : mc50c : mc50d : mc50e : mc50f : mc50g : mc50h								1.7	5	-67.5	359.8	8
	1.9	0.05	Ma	@klawrenc	This study	IE-SITE	"V[A]DM: Site mc50, Site V [A] DM."													Igneous : Extrusive	Lava Flow	0.00003366	0.000002303	6.841	3	-78.25	Basalt	McMurdo	163.22	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI : IE-TT	i	mc50a : mc50b : mc50f	mc50	pmagpy-2.60	mc50a : mc50b : mc50f	4.42E+22	3	3.03E+21	4.97E+22	3	3.40E+21						
